Wavenumber (cm^-1),Absorption,,
2986.3,6.03E-22,,
2986.2,5.62E-22,,
2986.2,5.49E-22,,
2986.1,5.28E-22,,
2986.1,4.96E-22,,
2986,4.72E-22,,
2985.9,4.58E-22,,
2985.9,4.64E-22,,
2985.8,4.92E-22,,
2985.8,4.89E-22,,
2985.7,4.47E-22,,
2985.6,4.40E-22,,
2985.6,4.62E-22,,
2985.5,5.11E-22,,
2985.5,5.82E-22,,
2985.4,6.61E-22,,
2985.3,6.26E-22,,
2985.3,5.07E-22,,
2985.2,4.27E-22,,
2985.2,3.92E-22,,
2985.1,3.75E-22,,
2985,3.74E-22,,
2985,3.94E-22,,
2984.9,4.12E-22,,
2984.9,4.10E-22,,
2984.8,4.28E-22,,
2984.7,4.85E-22,,
2984.7,4.94E-22,,
2984.6,4.45E-22,,
2984.6,3.90E-22,,
2984.5,3.84E-22,,
2984.4,3.73E-22,,
2984.4,3.56E-22,,
2984.3,3.55E-22,,
2984.3,3.71E-22,,
2984.2,4.00E-22,,
2984.1,4.60E-22,,
2984.1,4.99E-22,,
2984,4.76E-22,,
2984,4.75E-22,,
2983.9,4.94E-22,,
2983.8,5.32E-22,,
2983.8,5.40E-22,,
2983.7,5.01E-22,,
2983.7,4.77E-22,,
2983.6,4.17E-22,,
2983.5,3.98E-22,,
2983.5,4.00E-22,,
2983.4,4.37E-22,,
2983.3,4.58E-22,,
2983.3,4.36E-22,,
2983.2,4.22E-22,,
2983.2,4.50E-22,,
2983.1,5.10E-22,,
2983,6.13E-22,,
2983,7.56E-22,,
2982.9,7.76E-22,,
2982.9,6.97E-22,,
2982.8,7.73E-22,,
2982.7,1.05E-21,,
2982.7,2.01E-21,,
2982.6,3.03E-21,,
2982.6,2.02E-21,,
2982.5,1.07E-21,,
2982.4,7.81E-22,,
2982.4,6.69E-22,,
2982.3,6.86E-22,,
2982.3,7.44E-22,,
2982.2,6.99E-22,,
2982.1,6.06E-22,,
2982.1,5.88E-22,,
2982,5.74E-22,,
2982,6.17E-22,,
2981.9,6.48E-22,,
2981.8,7.08E-22,,
2981.8,7.65E-22,,
2981.7,9.53E-22,,
2981.7,1.30E-21,,
2981.6,2.07E-21,,
2981.5,2.76E-21,,
2981.5,3.81E-21,,
2981.4,3.71E-21,,
2981.4,2.56E-21,,
2981.3,2.08E-21,,
2981.2,1.79E-21,,
2981.2,1.87E-21,,
2981.1,2.04E-21,,
2981.1,1.97E-21,,
2981,1.52E-21,,
2980.9,1.36E-21,,
2980.9,1.49E-21,,
2980.8,1.51E-21,,
2980.8,1.33E-21,,
2980.7,1.25E-21,,
2980.6,1.24E-21,,
2980.6,1.29E-21,,
2980.5,1.37E-21,,
2980.5,1.51E-21,,
2980.4,1.64E-21,,
2980.3,1.72E-21,,
2980.3,1.85E-21,,
2980.2,2.02E-21,,
2980.2,2.22E-21,,
2980.1,2.48E-21,,
2980,2.87E-21,,
2980,3.21E-21,,
2979.9,3.45E-21,,
2979.9,3.73E-21,,
2979.8,4.27E-21,,
2979.7,4.89E-21,,
2979.7,5.46E-21,,
2979.6,6.20E-21,,
2979.6,7.35E-21,,
2979.5,8.89E-21,,
2979.4,1.11E-20,,
2979.4,1.42E-20,,
2979.3,1.92E-20,,
2979.3,2.74E-20,,
2979.2,4.31E-20,,
2979.1,7.63E-20,,
2979.1,1.57E-19,,
2979,2.82E-19,,
2978.9,2.97E-19,,
2978.9,2.67E-19,,
2978.8,2.08E-19,,
2978.8,1.36E-19,,
2978.7,1.34E-19,,
2978.6,1.64E-19,,
2978.6,1.04E-19,,
2978.5,4.96E-20,,
2978.5,2.79E-20,,
2978.4,1.82E-20,,
2978.3,1.31E-20,,
2978.3,1.02E-20,,
2978.2,8.60E-21,,
2978.2,7.03E-21,,
2978.1,5.63E-21,,
2978,4.74E-21,,
2978,4.11E-21,,
2977.9,3.61E-21,,
2977.9,3.20E-21,,
2977.8,2.84E-21,,
2977.7,2.52E-21,,
2977.7,2.28E-21,,
2977.6,2.09E-21,,
2977.6,1.95E-21,,
2977.5,1.84E-21,,
2977.4,1.79E-21,,
2977.4,1.84E-21,,
2977.3,1.87E-21,,
2977.3,1.60E-21,,
2977.2,1.46E-21,,
2977.1,1.37E-21,,
2977.1,1.20E-21,,
2977,1.08E-21,,
2977,1.02E-21,,
2976.9,9.77E-22,,
2976.8,9.46E-22,,
2976.8,9.19E-22,,
2976.7,8.93E-22,,
2976.7,8.98E-22,,
2976.6,9.71E-22,,
2976.5,1.18E-21,,
2976.5,1.56E-21,,
2976.4,1.59E-21,,
2976.4,1.29E-21,,
2976.3,1.07E-21,,
2976.2,8.43E-22,,
2976.2,7.59E-22,,
2976.1,7.44E-22,,
2976.1,8.53E-22,,
2976,9.69E-22,,
2975.9,1.14E-21,,
2975.9,1.22E-21,,
2975.8,1.30E-21,,
2975.8,1.39E-21,,
2975.7,1.10E-21,,
2975.6,7.46E-22,,
2975.6,6.14E-22,,
2975.5,5.49E-22,,
2975.5,5.27E-22,,
2975.4,5.33E-22,,
2975.3,5.88E-22,,
2975.3,7.29E-22,,
2975.2,1.09E-21,,
2975.2,1.57E-21,,
2975.1,1.41E-21,,
2975,1.11E-21,,
2975,1.00E-21,,
2974.9,8.40E-22,,
2974.9,7.11E-22,,
2974.8,5.77E-22,,
2974.7,4.87E-22,,
2974.7,4.18E-22,,
2974.6,3.98E-22,,
2974.6,3.90E-22,,
2974.5,3.78E-22,,
2974.4,3.64E-22,,
2974.4,3.64E-22,,
2974.3,3.76E-22,,
2974.2,3.69E-22,,
2974.2,3.75E-22,,
2974.1,3.67E-22,,
2974.1,3.53E-22,,
2974,3.54E-22,,
2973.9,3.79E-22,,
2973.9,4.15E-22,,
2973.8,5.29E-22,,
2973.8,6.48E-22,,
2973.7,5.98E-22,,
2973.6,4.93E-22,,
2973.6,4.34E-22,,
2973.5,3.89E-22,,
2973.5,3.87E-22,,
2973.4,4.00E-22,,
2973.3,4.37E-22,,
2973.3,5.29E-22,,
2973.2,7.31E-22,,
2973.2,9.26E-22,,
2973.1,8.83E-22,,
2973,9.99E-22,,
2973,1.01E-21,,
2972.9,7.73E-22,,
2972.9,8.14E-22,,
2972.8,7.19E-22,,
2972.7,5.07E-22,,
2972.7,4.20E-22,,
2972.6,4.11E-22,,
2972.6,4.50E-22,,
2972.5,4.86E-22,,
2972.4,5.00E-22,,
2972.4,5.29E-22,,
2972.3,5.51E-22,,
2972.3,5.38E-22,,
2972.2,5.95E-22,,
2972.1,6.30E-22,,
2972.1,7.33E-22,,
2972,8.10E-22,,
2972,6.81E-22,,
2971.9,5.76E-22,,
2971.8,5.80E-22,,
2971.8,5.96E-22,,
2971.7,6.37E-22,,
2971.7,7.13E-22,,
2971.6,8.51E-22,,
2971.5,9.08E-22,,
2971.5,1.05E-21,,
2971.4,1.45E-21,,
2971.4,2.62E-21,,
2971.3,4.72E-21,,
2971.2,4.33E-21,,
2971.2,3.03E-21,,
2971.1,4.10E-21,,
2971.1,4.63E-21,,
2971,2.73E-21,,
2970.9,1.55E-21,,
2970.9,1.15E-21,,
2970.8,9.69E-22,,
2970.8,9.05E-22,,
2970.7,8.76E-22,,
2970.6,8.88E-22,,
2970.6,9.01E-22,,
2970.5,9.50E-22,,
2970.5,1.01E-21,,
2970.4,1.12E-21,,
2970.3,1.25E-21,,
2970.3,1.35E-21,,
2970.2,1.42E-21,,
2970.2,1.61E-21,,
2970.1,1.80E-21,,
2970,1.83E-21,,
2970,1.87E-21,,
2969.9,2.06E-21,,
2969.8,2.27E-21,,
2969.8,2.48E-21,,
2969.7,2.69E-21,,
2969.7,2.88E-21,,
2969.6,3.06E-21,,
2969.5,3.36E-21,,
2969.5,3.88E-21,,
2969.4,4.47E-21,,
2969.4,5.29E-21,,
2969.3,6.44E-21,,
2969.2,8.08E-21,,
2969.2,1.04E-20,,
2969.1,1.42E-20,,
2969.1,2.06E-20,,
2969,3.37E-20,,
2968.9,6.37E-20,,
2968.9,1.33E-19,,
2968.8,1.79E-19,,
2968.8,1.83E-19,,
2968.7,1.64E-19,,
2968.6,1.04E-19,,
2968.6,8.42E-20,,
2968.5,1.16E-19,,
2968.5,1.88E-19,,
2968.4,1.97E-19,,
2968.3,1.12E-19,,
2968.3,5.07E-20,,
2968.2,2.72E-20,,
2968.2,1.70E-20,,
2968.1,1.19E-20,,
2968,8.82E-21,,
2968,6.95E-21,,
2967.9,5.65E-21,,
2967.9,4.78E-21,,
2967.8,4.07E-21,,
2967.7,3.53E-21,,
2967.7,3.10E-21,,
2967.6,2.72E-21,,
2967.6,2.41E-21,,
2967.5,2.18E-21,,
2967.4,1.94E-21,,
2967.4,1.78E-21,,
2967.3,1.64E-21,,
2967.3,1.57E-21,,
2967.2,1.48E-21,,
2967.1,1.40E-21,,
2967.1,1.30E-21,,
2967,1.22E-21,,
2967,1.11E-21,,
2966.9,1.06E-21,,
2966.8,1.01E-21,,
2966.8,1.01E-21,,
2966.7,9.75E-22,,
2966.7,9.80E-22,,
2966.6,1.01E-21,,
2966.5,1.08E-21,,
2966.5,1.19E-21,,
2966.4,1.16E-21,,
2966.4,1.19E-21,,
2966.3,1.48E-21,,
2966.2,2.15E-21,,
2966.2,4.15E-21,,
2966.1,7.25E-21,,
2966.1,5.47E-21,,
2966,3.19E-21,,
2965.9,2.70E-21,,
2965.9,2.87E-21,,
2965.8,2.57E-21,,
2965.8,2.00E-21,,
2965.7,1.64E-21,,
2965.6,1.53E-21,,
2965.6,1.90E-21,,
2965.5,2.38E-21,,
2965.5,2.28E-21,,
2965.4,1.60E-21,,
2965.3,1.10E-21,,
2965.3,9.25E-22,,
2965.2,8.63E-22,,
2965.1,9.76E-22,,
2965.1,1.27E-21,,
2965,2.12E-21,,
2965,3.51E-21,,
2964.9,4.26E-21,,
2964.8,3.80E-21,,
2964.8,2.24E-21,,
2964.7,1.29E-21,,
2964.7,9.47E-22,,
2964.6,8.87E-22,,
2964.5,9.41E-22,,
2964.5,8.27E-22,,
2964.4,6.62E-22,,
2964.4,6.62E-22,,
2964.3,7.15E-22,,
2964.2,6.52E-22,,
2964.2,5.36E-22,,
2964.1,4.87E-22,,
2964.1,5.20E-22,,
2964,6.30E-22,,
2963.9,8.28E-22,,
2963.9,1.02E-21,,
2963.8,8.88E-22,,
2963.8,5.87E-22,,
2963.7,4.89E-22,,
2963.6,4.65E-22,,
2963.6,5.28E-22,,
2963.5,6.60E-22,,
2963.5,7.24E-22,,
2963.4,6.08E-22,,
2963.3,5.26E-22,,
2963.3,4.95E-22,,
2963.2,5.11E-22,,
2963.2,5.60E-22,,
2963.1,5.93E-22,,
2963,5.87E-22,,
2963,5.61E-22,,
2962.9,4.68E-22,,
2962.9,4.22E-22,,
2962.8,4.42E-22,,
2962.7,5.12E-22,,
2962.7,6.40E-22,,
2962.6,7.30E-22,,
2962.6,8.42E-22,,
2962.5,8.39E-22,,
2962.4,6.63E-22,,
2962.4,5.39E-22,,
2962.3,4.77E-22,,
2962.3,4.56E-22,,
2962.2,4.85E-22,,
2962.1,5.31E-22,,
2962.1,5.30E-22,,
2962,5.53E-22,,
2962,5.55E-22,,
2961.9,5.38E-22,,
2961.8,5.44E-22,,
2961.8,5.19E-22,,
2961.7,5.40E-22,,
2961.7,5.69E-22,,
2961.6,5.81E-22,,
2961.5,5.89E-22,,
2961.5,6.58E-22,,
2961.4,7.07E-22,,
2961.4,7.67E-22,,
2961.3,7.88E-22,,
2961.2,8.14E-22,,
2961.2,9.01E-22,,
2961.1,1.07E-21,,
2961.1,1.44E-21,,
2961,2.38E-21,,
2960.9,2.78E-21,,
2960.9,1.95E-21,,
2960.8,1.41E-21,,
2960.7,1.23E-21,,
2960.7,1.23E-21,,
2960.6,1.16E-21,,
2960.6,1.06E-21,,
2960.5,1.07E-21,,
2960.4,1.15E-21,,
2960.4,1.33E-21,,
2960.3,1.32E-21,,
2960.3,1.34E-21,,
2960.2,1.46E-21,,
2960.1,1.46E-21,,
2960.1,1.47E-21,,
2960,1.56E-21,,
2960,1.71E-21,,
2959.9,1.94E-21,,
2959.8,2.14E-21,,
2959.8,2.37E-21,,
2959.7,2.56E-21,,
2959.7,2.66E-21,,
2959.6,2.91E-21,,
2959.5,3.23E-21,,
2959.5,3.53E-21,,
2959.4,3.84E-21,,
2959.4,4.29E-21,,
2959.3,4.92E-21,,
2959.2,5.74E-21,,
2959.2,6.82E-21,,
2959.1,8.28E-21,,
2959.1,1.04E-20,,
2959,1.34E-20,,
2958.9,1.83E-20,,
2958.9,2.68E-20,,
2958.8,4.38E-20,,
2958.8,8.42E-20,,
2958.7,1.77E-19,,
2958.6,2.51E-19,,
2958.6,2.55E-19,,
2958.5,2.59E-19,,
2958.5,1.55E-19,,
2958.4,9.75E-20,,
2958.3,9.03E-20,,
2958.3,1.33E-19,,
2958.2,2.02E-19,,
2958.2,2.34E-19,,
2958.1,2.47E-19,,
2958,2.66E-19,,
2958,1.96E-19,,
2957.9,8.74E-20,,
2957.9,4.35E-20,,
2957.8,2.58E-20,,
2957.7,1.74E-20,,
2957.7,1.27E-20,,
2957.6,9.82E-21,,
2957.6,7.87E-21,,
2957.5,6.48E-21,,
2957.4,5.46E-21,,
2957.4,4.69E-21,,
2957.3,4.07E-21,,
2957.3,3.58E-21,,
2957.2,3.19E-21,,
2957.1,2.87E-21,,
2957.1,2.62E-21,,
2957,2.42E-21,,
2957,2.27E-21,,
2956.9,2.14E-21,,
2956.8,2.08E-21,,
2956.8,2.10E-21,,
2956.7,2.03E-21,,
2956.7,1.89E-21,,
2956.6,1.81E-21,,
2956.5,1.69E-21,,
2956.5,1.52E-21,,
2956.4,1.37E-21,,
2956.4,1.29E-21,,
2956.3,1.23E-21,,
2956.2,1.29E-21,,
2956.2,1.53E-21,,
2956.1,1.82E-21,,
2956,1.79E-21,,
2956,1.63E-21,,
2955.9,1.44E-21,,
2955.9,1.19E-21,,
2955.8,1.10E-21,,
2955.7,1.05E-21,,
2955.7,9.35E-22,,
2955.6,8.94E-22,,
2955.6,9.85E-22,,
2955.5,1.11E-21,,
2955.4,1.13E-21,,
2955.4,9.68E-22,,
2955.3,8.25E-22,,
2955.3,7.62E-22,,
2955.2,7.97E-22,,
2955.1,8.46E-22,,
2955.1,9.74E-22,,
2955,1.21E-21,,
2955,1.56E-21,,
2954.9,1.68E-21,,
2954.8,1.28E-21,,
2954.8,1.03E-21,,
2954.7,1.03E-21,,
2954.7,1.06E-21,,
2954.6,1.24E-21,,
2954.5,1.69E-21,,
2954.5,2.56E-21,,
2954.4,2.63E-21,,
2954.4,2.09E-21,,
2954.3,1.66E-21,,
2954.2,1.24E-21,,
2954.2,1.08E-21,,
2954.1,9.50E-22,,
2954.1,8.65E-22,,
2954,8.32E-22,,
2953.9,8.99E-22,,
2953.9,1.05E-21,,
2953.8,1.47E-21,,
2953.8,2.58E-21,,
2953.7,4.61E-21,,
2953.6,4.97E-21,,
2953.6,5.52E-21,,
2953.5,5.98E-21,,
2953.5,3.70E-21,,
2953.4,2.54E-21,,
2953.3,2.55E-21,,
2953.3,4.00E-21,,
2953.2,7.37E-21,,
2953.2,6.69E-21,,
2953.1,3.26E-21,,
2953,1.81E-21,,
2953,1.22E-21,,
2952.9,1.01E-21,,
2952.9,8.92E-22,,
2952.8,7.85E-22,,
2952.7,6.93E-22,,
2952.7,6.54E-22,,
2952.6,6.16E-22,,
2952.6,5.85E-22,,
2952.5,6.11E-22,,
2952.4,6.35E-22,,
2952.4,6.23E-22,,
2952.3,6.35E-22,,
2952.3,7.45E-22,,
2952.2,1.06E-21,,
2952.1,1.47E-21,,
2952.1,1.45E-21,,
2952,1.10E-21,,
2952,7.65E-22,,
2951.9,6.14E-22,,
2951.8,5.42E-22,,
2951.8,5.05E-22,,
2951.7,5.13E-22,,
2951.6,5.48E-22,,
2951.6,6.75E-22,,
2951.5,7.11E-22,,
2951.5,6.12E-22,,
2951.4,6.28E-22,,
2951.3,7.28E-22,,
2951.3,7.48E-22,,
2951.2,6.28E-22,,
2951.2,5.61E-22,,
2951.1,5.41E-22,,
2951,5.44E-22,,
2951,5.60E-22,,
2950.9,5.85E-22,,
2950.9,6.32E-22,,
2950.8,6.58E-22,,
2950.7,6.89E-22,,
2950.7,7.74E-22,,
2950.6,8.87E-22,,
2950.6,1.03E-21,,
2950.5,1.13E-21,,
2950.4,1.17E-21,,
2950.4,1.52E-21,,
2950.3,1.70E-21,,
2950.3,1.36E-21,,
2950.2,1.16E-21,,
2950.1,1.18E-21,,
2950.1,1.15E-21,,
2950,1.12E-21,,
2950,1.17E-21,,
2949.9,1.32E-21,,
2949.8,1.52E-21,,
2949.8,1.61E-21,,
2949.7,1.55E-21,,
2949.7,1.59E-21,,
2949.6,1.73E-21,,
2949.5,1.98E-21,,
2949.5,2.18E-21,,
2949.4,2.49E-21,,
2949.4,3.20E-21,,
2949.3,3.84E-21,,
2949.2,4.23E-21,,
2949.2,5.77E-21,,
2949.1,8.05E-21,,
2949.1,7.18E-21,,
2949,5.92E-21,,
2948.9,6.21E-21,,
2948.9,7.19E-21,,
2948.8,8.96E-21,,
2948.8,1.17E-20,,
2948.7,1.68E-20,,
2948.6,2.63E-20,,
2948.6,4.90E-20,,
2948.5,1.07E-19,,
2948.5,1.89E-19,,
2948.4,1.58E-19,,
2948.3,8.79E-20,,
2948.3,6.26E-20,,
2948.2,7.41E-20,,
2948.2,1.31E-19,,
2948.1,1.90E-19,,
2948,1.26E-19,,
2948,1.09E-19,,
2947.9,1.42E-19,,
2947.9,1.56E-19,,
2947.8,1.46E-19,,
2947.7,1.22E-19,,
2947.7,1.29E-19,,
2947.6,8.14E-20,,
2947.6,3.64E-20,,
2947.5,2.12E-20,,
2947.4,1.52E-20,,
2947.4,1.09E-20,,
2947.3,7.71E-21,,
2947.3,5.99E-21,,
2947.2,4.90E-21,,
2947.1,4.29E-21,,
2947.1,3.73E-21,,
2947,3.14E-21,,
2946.9,2.70E-21,,
2946.9,2.40E-21,,
2946.8,2.16E-21,,
2946.8,1.97E-21,,
2946.7,1.83E-21,,
2946.6,1.74E-21,,
2946.6,1.64E-21,,
2946.5,1.57E-21,,
2946.5,1.52E-21,,
2946.4,1.48E-21,,
2946.3,1.55E-21,,
2946.3,1.78E-21,,
2946.2,1.87E-21,,
2946.2,1.93E-21,,
2946.1,2.40E-21,,
2946,3.72E-21,,
2946,6.56E-21,,
2945.9,7.42E-21,,
2945.9,4.42E-21,,
2945.8,2.54E-21,,
2945.7,1.88E-21,,
2945.7,1.92E-21,,
2945.6,1.97E-21,,
2945.6,1.47E-21,,
2945.5,1.11E-21,,
2945.4,9.32E-22,,
2945.4,7.98E-22,,
2945.3,6.95E-22,,
2945.3,6.49E-22,,
2945.2,6.25E-22,,
2945.1,6.14E-22,,
2945.1,6.39E-22,,
2945,6.67E-22,,
2945,6.24E-22,,
2944.9,5.60E-22,,
2944.8,5.47E-22,,
2944.8,5.68E-22,,
2944.7,6.37E-22,,
2944.7,6.48E-22,,
2944.6,6.86E-22,,
2944.5,8.64E-22,,
2944.5,9.87E-22,,
2944.4,8.41E-22,,
2944.4,8.03E-22,,
2944.3,8.63E-22,,
2944.2,8.21E-22,,
2944.2,8.65E-22,,
2944.1,1.03E-21,,
2944.1,1.07E-21,,
2944,1.09E-21,,
2943.9,1.07E-21,,
2943.9,1.39E-21,,
2943.8,2.17E-21,,
2943.8,2.04E-21,,
2943.7,1.48E-21,,
2943.6,1.58E-21,,
2943.6,1.53E-21,,
2943.5,1.38E-21,,
2943.5,1.74E-21,,
2943.4,3.06E-21,,
2943.3,4.93E-21,,
2943.3,4.98E-21,,
2943.2,4.15E-21,,
2943.2,2.70E-21,,
2943.1,1.59E-21,,
2943,1.12E-21,,
2943,8.08E-22,,
2942.9,6.51E-22,,
2942.9,5.79E-22,,
2942.8,5.97E-22,,
2942.7,6.78E-22,,
2942.7,7.87E-22,,
2942.6,6.27E-22,,
2942.5,4.64E-22,,
2942.5,4.24E-22,,
2942.4,4.49E-22,,
2942.4,5.87E-22,,
2942.3,5.80E-22,,
2942.2,4.54E-22,,
2942.2,4.67E-22,,
2942.1,5.62E-22,,
2942.1,5.55E-22,,
2942,4.46E-22,,
2941.9,3.96E-22,,
2941.9,3.80E-22,,
2941.8,3.94E-22,,
2941.8,3.79E-22,,
2941.7,3.69E-22,,
2941.6,3.88E-22,,
2941.6,4.47E-22,,
2941.5,5.08E-22,,
2941.5,6.67E-22,,
2941.4,7.89E-22,,
2941.3,6.12E-22,,
2941.3,4.70E-22,,
2941.2,4.37E-22,,
2941.2,4.52E-22,,
2941.1,4.73E-22,,
2941,5.15E-22,,
2941,5.48E-22,,
2940.9,5.44E-22,,
2940.9,5.64E-22,,
2940.8,6.44E-22,,
2940.7,8.10E-22,,
2940.7,1.04E-21,,
2940.6,1.08E-21,,
2940.6,9.85E-22,,
2940.5,8.64E-22,,
2940.4,7.10E-22,,
2940.4,6.25E-22,,
2940.3,5.89E-22,,
2940.3,5.98E-22,,
2940.2,6.23E-22,,
2940.1,6.62E-22,,
2940.1,7.08E-22,,
2940,8.18E-22,,
